,Id,SalePrice
163,433,461442.55467178114
164,460,291978.92232914397
165,1116,238984.12240640263
166,1137,171879.2808047595
167,53,173932.37461563558
168,2354,260915.30359300497
169,1475,187608.53473518303
170,1761,475116.0211153412
171,842,131664.84819401617
172,2739,188356.37177672397
173,2509,166583.348962735
174,1007,209680.63923738204
175,2610,173603.66029283148
176,1952,95586.4410133194
177,2719,177970.96128005272
178,2921,79398.1687981064
179,1966,151444.9317910367
180,292,145109.3952387606
181,1204,199692.7624512977
182,1829,245443.29034850557
183,2419,186975.72441731743
184,391,140744.48815678398
185,798,116493.4220855144
186,481,206297.75193514576
187,193,207121.53734790155
188,555,111952.81461510963
189,899,53903.75753391507
190,2357,168379.53197196333
191,328,134736.24319755938
192,1356,109728.86784336188
193,1154,89632.61865218954
194,1730,182060.6307591767
195,2249,153785.85394087734
196,1119,278319.83919410687
197,2856,154690.12182608066
198,1394,133714.51937805017
199,2587,125704.60039804288
200,61,307055.11529045564
201,2661,177646.7697186114
202,2711,129186.78205836118
203,1147,182366.7298041124
204,757,127293.88278018068
205,2623,106655.7937945171
206,2378,135494.3517596901
207,1413,148347.39567324653
208,1722,233808.08730259014
209,1112,223397.33096557733
210,1623,192098.28712407168
211,1201,192571.76632376245
212,1513,104104.46427349008
213,957,443751.2713042209
214,1171,280281.735418038
215,1145,194297.66866623505
216,2726,227901.165149951
217,703,128555.27092938233
218,760,112940.25914401145
219,1964,145025.46085220267
220,2512,187825.4652286589
221,159,152454.55806800467
222,1281,173126.77132739252
223,468,194617.46326066845
224,290,112319.44793988804
225,665,106907.98425441714
226,1463,263583.7593195549
227,1792,226106.13901549234
228,923,171312.44811887344
229,500,302330.4439566027
230,1408,169729.3883874035
231,331,73230.16809232403
232,170,142513.84209585388
233,2192,89969.19352120816
234,2571,310055.1434128814
235,2314,166921.56794907193
236,2647,80770.14350597572
237,422,410460.7055133125
238,2457,356003.65289286873
239,1838,198110.71891093766
240,2805,244981.39205656076
241,1645,140570.60853542108
242,1711,306246.366868826
243,2825,245285.39518355625
244,322,307184.7894376777
245,2103,250589.79584099
246,342,127490.8999949645
247,600,109983.9900626986
248,488,171833.47792792929
249,1725,313855.68943591416
250,2246,299997.37554929545
251,2847,141899.35566159603
252,806,238774.2689322695
253,530,234708.7551811718
254,963,191760.02922275456
255,2678,97838.72191271916
256,171,79784.48511913451
257,2401,430309.4242803685
258,805,221217.88593384594
259,2259,250236.6201109244
260,1748,181203.64428390405
261,1361,135774.87088079588
262,1677,110455.57931209553
263,1406,150897.52930021493
264,2322,227096.17772379427
265,688,159551.31003628895
266,143,147978.06471301612
267,804,203985.05299462704
268,1214,181768.66269467256
269,2828,139027.89814016235
270,1999,214137.7625279751
271,2467,193216.63037723905
272,2665,161429.201089491
273,1538,327060.1051326713
274,398,110909.02060936883
275,2822,144833.2295579587
276,2157,154156.15427347974
277,1856,202377.9428934618
278,1269,95754.6643409687
279,2570,123486.30730376656
280,2320,231082.87586599423
281,1517,118324.18169014092
282,2304,105786.29653968496
283,1312,90930.33947982504
284,2012,131227.90981410572
285,506,259030.86247123624
286,2865,212924.49855148414
287,2367,103704.40925193392
288,554,91099.26354082099
289,238,143141.30837676863
290,1954,90248.87761355881
291,2488,130871.51166003093
292,2291,79611.950231897
293,1969,111944.35359324698
294,2725,201422.5021644135
295,1482,157567.04979659533
296,2763,217677.29290890216
297,503,274609.0218828105
298,1584,254180.73752983822
299,1531,157633.77080295663
300,2210,192559.73939452672
301,459,332391.9400476669
302,556,118150.37601681046
303,1347,145159.055813767
304,1290,61417.54536010139
305,1388,89410.87510594592
306,1571,351646.8936207993
307,2754,198270.01591726916
308,765,151634.95041078192
309,2494,123023.10918296817
310,2870,227915.22267867974
311,7,268422.7695630954
312,1114,247306.0126056199
313,2418,266319.9285502618
314,291,126488.1535762354
315,18,367611.1053160104
316,39,373434.0360015782
317,1001,298307.1121366384
318,2442,234411.7566991183
319,616,140075.19250998044
320,2680,58399.048115331396
321,1414,124570.04399567374
322,289,171091.93754344605
323,40,258265.85041552124
324,860,129519.34442749468
325,409,134413.60941197796
326,673,155014.1826316127
327,2427,175872.6265814132
328,2036,196263.5426428844
329,2564,143048.41449479334
330,642,190858.33073727513
331,1008,182718.15410915617
332,1908,160554.81037349266
333,2519,211006.02520731388
334,1369,74516.85608797465
335,2855,176310.19750859262
336,712,79999.35793725275
337,1943,122679.5005502213
338,1958,140126.14415188847
339,107,183790.06520399798
340,2295,226791.3755701144
341,704,99319.4400856888
342,676,137170.13520634675
343,259,177970.09844690174
344,93,295888.8058565428
345,106,243644.54354943868
346,2315,169224.39798690367
347,1050,94363.44522642548
348,1095,224025.607599961
349,2709,154911.09508406467
350,758,150630.68212191627
351,1496,144219.15207349905
352,2370,110117.82766847794
353,2458,285146.68316668365
354,2733,145007.25229183168
355,161,261028.54038711337
356,726,151363.3547031929
357,845,217686.74122129288
358,947,259900.13453226996
359,2232,104307.85524265343
360,2563,132378.31402728677
361,2299,167929.42573126752
362,211,89775.04648582572
363,605,169342.4150657314
364,1478,203328.16916694993
365,2247,292991.79083096504
366,2274,239665.52643676088
367,2869,238150.300846009
368,967,218308.47485309103
369,2656,95095.59184519539
370,667,212598.69107351522
371,1042,114771.83102509369
372,2023,178772.6872632964
373,2447,395852.87131715287
374,2055,134018.70272064867
375,2275,260806.88348068687
376,2204,185476.791167457
377,1563,289836.1345194386
378,483,244273.09895806585
379,796,138845.4146182546
380,1526,157432.37344677877
381,2042,145175.15635730568
382,442,352466.7207160527
383,1693,309138.15061655943
384,1468,224135.99128901775
385,1430,186852.74018214698
386,2605,195485.8961807289
387,1529,203894.27763527853
388,335,143314.4724647851
389,1287,108040.34046598511
390,31,97956.0471895851
391,1785,302101.95443735155
392,82,137687.1329882798
393,2620,153236.01496467108
394,252,175204.8537446113
395,721,62897.65919303172
396,2165,178040.5048626272
397,2316,185960.25340251692
398,775,130981.73085106474
399,1558,90725.76446031978
400,17,204987.06951428324
401,1022,239053.1246140533
402,925,135789.03799265766
403,438,289558.6054984842
404,1270,158763.55620103134
405,1272,125737.78112478653
406,215,157493.06056661785
407,266,223471.30359271308
408,2402,304021.8572620725
409,1250,133708.95146229156
410,1984,102554.9732113133
411,1279,139037.00708941376
412,377,240628.86626705094
413,1252,136120.92941247806
414,2156,270599.37008257373
415,499,341458.6332586687
416,1374,124329.30843469738
417,2898,250047.63883732643
418,401,104251.1146607535
419,2721,169181.58161336873
420,2078,242807.11800779737
421,2589,115565.53965566806
422,1946,229408.48487138876
423,1334,119594.9991285174
424,2781,221691.05370182765
425,431,384517.73458666494
426,576,206364.7153265554
427,1474,211513.37432253885
428,2254,128651.5841088133
429,2155,277785.8073961218
430,885,109921.61901232101
431,643,126185.97219872219
432,1944,116935.12481724346
433,480,207983.54125872423
434,2845,123231.58102370508
435,2387,318441.3583509327
436,2407,221367.82660319703
437,2527,167270.03815520558
438,2514,161247.26534139947
439,629,160531.80250529657
440,80,203217.15352077986
441,1876,139066.9635924713
442,1546,99577.63566413247
443,2518,171397.51065140753
444,2347,158985.20923064122
445,783,227158.06028435772
446,1322,49718.103479541205
447,194,86429.16839255049
448,1770,311360.4980327358
449,2143,142263.33776349467
450,1229,217277.74930214408
451,511,289685.90076966933
452,46,243352.92478599807
453,1348,168607.36823991992
454,2465,196144.9184742611
455,387,232224.9728856919
456,873,228860.9807426757
457,1918,113484.2130796887
458,2764,238979.2253730553
459,2184,104416.93146186988
460,934,140607.48115067914
461,1920,121915.9609898018
462,2631,152579.90645561714
463,1768,529544.7701146344
464,2040,103564.06127047785
465,1749,226184.91971536505
466,834,248695.40988115998
467,1457,232537.31038816154
468,79,107783.82606516156
469,2302,112435.52612351888
470,1817,138313.75174008822
471,2755,226234.53085056806
472,359,172399.62292749173
473,2059,99629.27980580299
474,2092,236936.31346971125
475,2516,238388.57322214555
476,150,98573.04656506408
477,1656,152395.02940942862
478,83,90706.0886889489
479,2411,179679.9727094516
480,795,77359.95308632914
481,2312,219130.73761567505
482,2917,110132.4836775885
483,1624,185241.38578123177
484,2215,303574.3857516011
485,1211,154675.34291358438
486,1485,164885.023462368
487,1024,188693.57629728795
488,570,209155.77965584883
489,2874,135194.06618698247
490,700,161688.08738508954
491,2756,209127.3450466696
492,2022,167978.96610071015
493,583,225028.48373015696
494,2392,342866.34287653374
495,2424,177016.34515007352
496,212,115547.53659056607
497,736,119084.07744673589
498,1610,188359.8920084782
499,890,117251.99637327089
500,467,182529.40779750445
501,578,218629.4639037742
502,1747,208591.1313075865
503,1149,161712.3725240649
504,2758,247767.73871732038
505,857,118802.14854036696
506,2219,275387.0055460036
507,733,106589.27810050161
508,2909,111200.6708011931
509,1798,260960.6903555678
510,235,119224.12258195026
511,2366,125274.21369277012
512,1027,132271.70405435594
513,1195,126086.29179457588
514,1303,26650.43867019731
515,148,188410.57466347053
516,608,155059.81500780454
517,2515,201465.11162705533
518,821,267498.6776648677
519,2500,273713.3013447444
520,745,99663.16214022905
521,741,129719.24087915987
522,1611,173927.3675699485
523,2532,132215.854992731
524,1081,238704.88002106082
525,1692,429652.82678840996
526,2520,204012.90276294842
527,276,107036.81971991694
528,1992,130245.09632321098
529,663,28585.279893759045
530,418,117723.18289617116
531,1733,188114.9815444193
532,2359,140247.25894276387
533,253,173267.1241673661
534,1518,180990.29276924103
535,2035,142376.72711499824
536,2919,66360.46279744875
537,1540,226911.72794956266
538,2120,139849.28533632302
539,1674,179894.47612908436
540,256,135169.10093357292
541,2361,85737.63657547518
542,978,79620.30650443379
543,2280,135302.38735800426
544,2095,226606.60809215583
545,1709,342068.70411265
546,2801,250108.97316607402
547,1246,108809.74959905031
548,2373,89788.04000203048
549,1055,293932.329160264
550,2017,129995.58481597523
551,1099,299497.13109269214
552,1344,69775.02984954813
553,835,201973.49671053185
554,1117,221596.63336717637
555,2043,88490.0953700897
556,2085,116558.8165763928
557,410,141705.9064099783
558,2650,93616.46766644879
559,2867,181958.1997874655
560,1668,104273.47281814797
561,1161,172881.08876487668
562,2122,170612.13738764694
563,2539,148839.69527859366
564,1047,129574.32963147391
565,1445,121159.14128345996
566,541,125545.28657089728
567,569,219870.67197012284
568,1276,121452.15026826414
569,918,160566.5013369384
570,326,162345.34485772072
571,1936,115157.1854062243
572,895,81245.67331610456
573,257,150620.5484027243
574,1241,193791.77546623498
575,1545,101072.49757627447
576,1189,177582.97020750586
577,270,153390.92193794466
578,2066,224431.66479953047
579,693,104612.41491560456
580,1259,163644.24356489515
581,2916,145445.237001625
582,2321,271968.0372549206
583,1977,100000.48112009982
584,1895,128962.86539631948
585,1240,159370.88957016508
586,85,165263.57388089414
587,1823,122710.76543071518
588,825,292316.24444681953
589,110,234184.87285669163
590,697,116984.32404814239
591,2297,96173.81154272785
592,1231,132381.6157179573
593,1355,142455.2421909753
594,968,345116.3991511996
595,584,223595.3720167698
596,1315,126615.54201943302
597,1606,124589.94945549816
598,206,98616.40350323683
599,1685,360206.584517749
600,2016,128341.21311055578
601,869,210946.82609484135
602,2135,120749.21108280591
603,2346,184913.9357672811
604,2430,232941.63990931946
605,2198,100957.08126679121
606,2652,116691.92631949173
607,27,109573.9298720488
608,241,160955.74351500283
609,906,129479.9625765587
610,1506,112146.31669845931
611,2098,337729.46579660627
612,1435,231950.9891329187
613,2213,128454.27571965085
614,1274,137230.1225344886
615,743,12325.845574214563
616,1737,195028.3316707508
617,2797,278018.99211866234
618,2185,63185.604509163415
619,58,158787.03922997118
620,830,202645.50300799357
621,808,107998.15454811907
622,680,159418.94535093967
623,1153,128096.37481664988
624,1291,136699.0568834106
625,1818,146108.1021375049
626,2161,182674.89663339834
627,1883,114570.73557921918
628,350,388971.306708599
629,2473,137431.93169965158
630,295,205625.24260397162
631,293,192766.2243365184
632,859,122395.09423024539
633,288,68132.19240345404
634,1578,138445.6558971772
635,102,217618.2832733289
636,2831,160172.81199832965
637,1030,146051.71654532076
638,2551,133415.02814831724
639,1286,144812.87711520048
640,958,301005.2374004135
641,776,124787.2389200155
642,72,235419.34291713437
643,2263,242107.02479829756
644,1866,162925.27691164296
645,2876,49041.32084479927
646,2146,246014.44179044565
647,103,187190.79917967276
648,1500,138350.1269274548
649,492,185243.49421511282
650,167,160046.73773395075
651,2597,114724.87605047558
652,2685,114974.79447023249
653,1035,140092.8521844931
654,1220,63280.435622039666
655,2602,155391.39503270085
656,2159,208682.56449238944
657,695,167453.06014973787
658,1109,287746.29148654314
659,640,204147.65243496752
660,1652,149455.42978483846
661,2090,180372.92334645137
662,1188,170813.894184084
663,2345,220937.183578063
664,1059,402883.39555503917
665,2751,222457.49453430323
666,128,212256.1671393456
667,1523,171875.29214580613
668,2925,180596.77813878568
669,2145,297802.23488467734
670,1121,209538.79200448855
671,566,267889.66183241457
672,565,248144.8915999629
673,1331,147788.28314465794
674,2928,112050.72020932884
675,156,118891.67186403688
676,797,140437.50609052094
677,327,84511.74513955243
678,2859,165439.47587873827
679,1453,111839.82330601569
680,1762,355075.1239341438
681,1868,184610.8199326071
682,1760,175624.85323357984
683,1113,236023.93521385454
684,1812,199909.03792655654
685,117,150210.25027422627
686,1142,209546.94799364972
687,2342,397492.5433230706
688,927,162636.83128102156
689,2478,176630.64019283623
690,655,71227.89977057508
691,2064,122209.62368591732
692,369,290938.33131082787
693,2239,120147.55918404699
694,2732,216939.60404507542
695,1653,159628.4613341973
696,959,210104.10459730402
697,2395,336697.90169349103
698,1412,112624.37388070532
699,271,246304.52084837874
700,1484,160659.8400760981
701,1497,154891.18166416115
702,552,129942.96325763481
703,2,119053.87322845889
704,1855,311156.65702145663
705,4,282011.45141039754
706,2292,157294.1770514145
707,134,142748.04725393906
708,646,94449.43318184737
709,42,312412.676572817
710,532,228978.5201350615
711,713,86653.20784495276
712,2561,138255.95870787255
713,2360,135154.4253620585
714,1333,126721.43824810532
715,1407,213322.02369285814
716,2892,306371.83661325474
717,574,231454.19307873427
718,1227,190234.57270758244
719,2591,230630.49103934036
720,1476,221546.81499425907
721,1125,269129.6251048837
722,1446,128878.33517664278
723,408,114065.27116775642
724,1101,307737.1821871741
725,2251,195351.1367317854
726,373,180335.7104184202
727,2554,130957.87514414148
728,2382,280908.71722869715
729,1985,78046.01388199978
730,519,238150.86561878983
731,1093,183915.92727402836
732,864,254637.22663265062
733,2889,152040.32106486277
734,2308,204912.59617215578
735,986,150484.91769631446
736,1302,143225.94504581636
737,585,149762.60432150838
738,2708,131894.86096505544
739,147,132844.62295734312
740,1441,227624.53537869724
741,383,172666.15030356546
742,285,158166.74907197838
743,181,106727.07314722879
744,358,173755.5191535896
745,780,182820.34205593017
746,258,183881.3121540755
747,1865,228896.7659129541
748,692,111926.16560380449
749,2902,316996.7881250372
750,508,254914.2019072507
751,2638,138066.0978940345
752,36,133653.487191046
753,611,179103.9241226806
754,2281,149439.04416763876
755,1678,128279.59024260308
756,1696,432659.69560783345
757,1557,64424.16043215764
758,2180,144016.8750373714
759,1726,228873.70926446
760,951,147838.0437722643
761,267,227417.56289003487
762,2706,129943.14421990243
763,2221,251106.81615938654
764,1357,167960.2189200732
765,2901,295499.0897448417
766,347,154763.50564886277
767,2164,203388.9089379181
768,1586,300036.60855614475
769,360,146364.57390812546
770,1769,259242.3133030899
771,2617,157633.4452088862
772,1879,144715.6589685888
773,991,231120.4597615477
774,1535,129405.18718089622
775,1191,152062.9630870445
776,1579,207558.77901022366
777,1882,129392.15964208965
778,1510,122422.62010266756
779,2196,187065.67990045674
780,1845,191410.09231849827
781,2336,378094.63892295957
782,942,84423.26033365705
783,861,114876.50686683122
784,2555,111489.2558063876
785,1392,174204.62131136208
786,2099,250881.64012512553
787,1543,110731.03874932484
788,948,273783.18752689764
789,1239,167007.1719961153
790,22,187224.02272585378
791,2796,242553.92432208965
792,2747,173926.69039903587
793,92,296012.527458059
794,210,173036.85384102105
795,1858,208277.16006703506
796,2228,159671.0396566653
797,447,238022.79962379253
798,827,244741.96232541528
799,1649,223067.9281460758
800,682,141573.85732246365
801,2698,108312.51653213012
802,494,150799.7962825192
803,214,95048.1846754101
804,2441,235261.83595586597
805,2679,109857.78848361474
806,1336,107655.94075779946
807,465,186473.7220597851
808,1524,157390.36947917414
809,2543,117961.50598873298
810,631,142887.87974364212
811,2452,324845.66013004177
812,228,167429.85957120568
813,126,175629.32556896404
814,1092,244330.7891813913
815,1122,202231.22108881496
816,932,250110.80104949014
817,1980,79497.32298362198
818,2171,99956.86824825317
819,551,140236.4840432204
820,2768,178134.0351130997
821,2056,107165.74945107133
822,1159,360052.24088824994
823,2645,133581.87245092302
824,1174,186997.5263905467
825,2266,221301.00213749325
826,2462,365428.2878005995
827,1219,142266.68149311404
828,2922,201465.2600511914
829,118,147683.6947063664
830,474,166941.82208534694
831,2576,151258.09686111152
832,872,283842.40440054657
833,1077,229728.47040926156
834,1536,150373.45244374714
835,1150,114798.40424963727
836,2341,337845.1897120391
837,1931,146736.32272862556
838,2785,123093.87581723602
839,2538,125740.27905496674
840,597,202995.1886533603
841,464,217320.86249628093
842,233,251767.6326394496
843,2169,145142.22267433762
844,2123,166206.07271460566
845,1867,166715.81171401904
846,137,263422.2421065407
847,515,228342.89485818983
848,933,102587.79253437828
849,2784,151460.30573733125
850,972,167257.33583426574
851,599,171862.6032922953
852,2614,128916.89214795253
853,2582,149299.762147905
854,1409,176621.1687271265
855,175,106131.17171585688
856,352,256948.1638573584
857,976,90343.27779522799
858,2134,193655.64387408626
859,984,99372.54040988891
860,2396,355978.1672938396
861,1673,141491.12417822855
862,404,129282.37110918916
863,607,156272.80292569037
864,814,172424.31669813168
865,868,195734.47458767236
866,2271,189289.683014834
867,1633,274540.2205336655
868,337,178772.5271968902
869,2765,216690.6273675345
870,1746,256106.6058505165
871,368,329591.0047725573
872,2806,211783.12699646046
873,1662,181937.08130712906
874,1234,232275.46424447463
875,1373,127680.33611151982
876,1672,101731.77599768073
877,1939,123550.60204833186
